State,Year,Month,Day,Rainfall (mm)
Kedah,2017,1,30,6.87
Kedah,2017,1,31,10.65
Kedah,2017,2,1,2.54
Kedah,2017,2,2,1.68
Kedah,2017,2,3,4.64
Kedah,2017,2,4,11.72
Kedah,2017,2,5,7.23
Kedah,2017,2,6,3.83
Kedah,2017,2,7,6.40
Kedah,2017,2,8,2.68
Kedah,2017,2,9,2.98
Kedah,2017,2,10,29.63
Kedah,2017,2,11,15.93
Kedah,2017,2,12,5.04
Kedah,2017,2,13,3.57
Kedah,2017,2,14,1.79
Kedah,2017,2,15,2.02
Kedah,2017,2,16,14.33
Kedah,2017,2,17,5.78
Kedah,2017,2,18,9.05
Kedah,2017,2,19,10.87
Kedah,2017,2,20,2.76
Kedah,2017,2,21,2.68
Kedah,2017,2,22,3.34
Kedah,2017,2,23,14.77
Kedah,2017,2,24,6.77
Kedah,2017,2,25,5.03
Kedah,2017,2,26,0.50
Kedah,2017,2,27,8.01
Kedah,2017,2,28,3.41
Kedah,2017,3,1,1.39
Kedah,2017,3,2,3.27
Kedah,2017,3,3,2.42
Kedah,2017,3,4,37.06
Kedah,2017,3,5,45.87
Kedah,2017,3,6,11.06
Kedah,2017,3,7,1.91
Kedah,2017,3,8,1.03
Kedah,2017,3,9,2.64
Kedah,2017,3,10,0.86
Kedah,2017,3,11,0.33
Kedah,2017,3,12,11.00
Kedah,2017,3,13,5.83
Kedah,2017,3,14,3.44
Kedah,2017,3,15,3.35
Kedah,2017,3,16,2.71
Kedah,2017,3,17,1.68
Kedah,2017,3,18,5.04
Kedah,2017,3,19,16.81
Kedah,2017,3,20,8.92
Kedah,2017,3,21,5.40
Kedah,2017,3,22,4.46
Kedah,2017,3,23,1.21
Kedah,2017,3,24,3.43
Kedah,2017,3,25,3.57
Kedah,2017,3,26,1.59
Kedah,2017,3,27,4.57
Kedah,2017,3,28,6.35
Kedah,2017,3,29,9.14
Kedah,2017,3,30,5.22
Kedah,2017,3,31,2.24
Kedah,2017,4,1,13.61
Kedah,2017,4,2,16.37
Kedah,2017,4,3,31.75
Kedah,2017,4,4,54.68
Kedah,2017,4,5,68.86
Kedah,2017,4,6,21.85
Kedah,2017,4,7,11.20
Kedah,2017,4,8,7.12
Kedah,2017,4,9,8.76
Kedah,2017,4,10,1.10
Kedah,2017,4,11,0.54
Kedah,2017,4,12,3.54
Kedah,2017,4,13,0.94
Kedah,2017,4,14,2.00
Kedah,2017,4,15,13.80
Kedah,2017,4,16,15.73
Kedah,2017,4,17,18.59
Kedah,2017,4,18,9.25
Kedah,2017,4,19,7.95
Kedah,2017,4,20,45.42
Kedah,2017,4,21,6.69
Kedah,2017,4,22,23.39
Kedah,2017,4,23,6.85
Kedah,2017,4,24,10.52
Kedah,2017,4,25,2.09
Kedah,2017,4,26,2.72
Kedah,2017,4,27,1.69
Kedah,2017,4,28,1.62
Kedah,2017,4,29,1.68
Kedah,2017,4,30,13.66
Kedah,2017,5,1,0.56
Kedah,2017,5,2,0.01
Kedah,2017,5,3,0.05
Kedah,2017,5,4,4.53
Kedah,2017,5,5,13.21
Kedah,2017,5,6,26.61
Kedah,2017,5,7,28.14
Kedah,2017,5,8,23.11
Kedah,2017,5,9,9.44
Kedah,2017,5,10,3.66
Kedah,2017,5,11,2.72
Kedah,2017,5,12,5.23
Kedah,2017,5,13,8.97
Kedah,2017,5,14,4.89
Kedah,2017,5,15,1.46
Kedah,2017,5,16,5.53
Kedah,2017,5,17,0.69
Kedah,2017,5,18,2.29
Kedah,2017,5,19,1.65
Kedah,2017,5,20,0.44
Kedah,2017,5,21,1.81
Kedah,2017,5,22,0.15
Kedah,2017,5,23,0.05
Kedah,2017,5,24,0.27
Kedah,2017,5,25,0.16
Kedah,2017,5,26,0.03
Kedah,2017,5,27,13.28
Kedah,2017,5,28,27.20
Kedah,2017,5,29,8.18
Kedah,2017,5,30,22.86
Kedah,2017,5,31,3.92
Kedah,2017,6,1,1.72
Kedah,2017,6,2,0.17
Kedah,2017,6,3,0.03
Kedah,2017,6,4,0.51
Kedah,2017,6,5,2.35
Kedah,2017,6,6,3.58
Kedah,2017,6,7,1.08
Kedah,2017,6,8,1.92
Kedah,2017,6,9,1.34
Kedah,2017,6,10,2.58
Kedah,2017,6,11,0.04
Kedah,2017,6,12,0.41
Kedah,2017,6,13,4.83
Kedah,2017,6,14,6.22
Kedah,2017,6,15,6.99
Kedah,2017,6,16,4.59
Kedah,2017,6,17,5.28
Kedah,2017,6,18,0.37
Kedah,2017,6,19,0.02
Kedah,2017,6,20,6.03
Kedah,2017,6,21,7.00
Kedah,2017,6,22,27.05
Kedah,2017,6,23,0.54
Kedah,2017,6,24,0.00
Kedah,2017,6,25,2.26
Kedah,2017,6,26,9.62
Kedah,2017,6,27,5.24
Kedah,2017,6,28,24.24
Kedah,2017,6,29,19.64
Kedah,2017,6,30,0.52
Kedah,2017,7,1,2.72
Kedah,2017,7,2,1.38
Kedah,2017,7,3,1.29
Kedah,2017,7,4,4.26
Kedah,2017,7,5,0.37
Kedah,2017,7,6,0.58
Kedah,2017,7,7,2.18
Kedah,2017,7,8,0.22
Kedah,2017,7,9,0.44
Kedah,2017,7,10,0.19
Kedah,2017,7,11,0.17
Kedah,2017,7,12,0.03
Kedah,2017,7,13,0.25
Kedah,2017,7,14,4.35
Kedah,2017,7,15,8.51
Kedah,2017,7,16,11.39
Kedah,2017,7,17,3.71
Kedah,2017,7,18,0.49
Kedah,2017,7,19,0.18
Kedah,2017,7,20,0.14
Kedah,2017,7,21,2.94
Kedah,2017,7,22,15.78
Kedah,2017,7,23,3.56
Kedah,2017,7,24,2.85
Kedah,2017,7,25,0.76
Kedah,2017,7,26,0.67
Kedah,2017,7,27,0.81
Kedah,2017,7,28,6.65
Kedah,2017,7,29,7.80
Kedah,2017,7,30,11.53
Kedah,2017,7,31,23.30
Kedah,2017,8,1,31.83
Kedah,2017,8,2,55.15
Kedah,2017,8,3,2.21
Kedah,2017,8,4,3.12
Kedah,2017,8,5,2.63
Kedah,2017,8,6,2.62
Kedah,2017,8,7,1.53
Kedah,2017,8,8,0.28
Kedah,2017,8,9,17.27
Kedah,2017,8,10,20.30
Kedah,2017,8,11,4.89
Kedah,2017,8,12,8.10
Kedah,2017,8,13,14.85
Kedah,2017,8,14,10.46
Kedah,2017,8,15,5.30
Kedah,2017,8,16,1.48
Kedah,2017,8,17,1.01
Kedah,2017,8,18,2.73
Kedah,2017,8,19,0.58
Kedah,2017,8,20,4.34
Kedah,2017,8,21,12.72
Kedah,2017,8,22,12.79
Kedah,2017,8,23,20.67
Kedah,2017,8,24,4.02
Kedah,2017,8,25,7.05
Kedah,2017,8,26,3.48
Kedah,2017,8,27,2.31
Kedah,2017,8,28,7.98
Kedah,2017,8,29,7.75
Kedah,2017,8,30,1.79
Kedah,2017,8,31,1.91
Kedah,2017,9,1,3.70
Kedah,2017,9,2,10.98
Kedah,2017,9,3,11.48
Kedah,2017,9,4,0.53
Kedah,2017,9,5,1.01
Kedah,2017,9,6,1.50
Kedah,2017,9,7,42.04
Kedah,2017,9,8,35.78
Kedah,2017,9,9,7.83
Kedah,2017,9,10,1.27
Kedah,2017,9,11,0.04
Kedah,2017,9,12,1.34
Kedah,2017,9,13,2.15
Kedah,2017,9,14,3.54
Kedah,2017,9,15,5.18
Kedah,2017,9,16,4.46
Kedah,2017,9,17,1.67
Kedah,2017,9,18,0.34
Kedah,2017,9,19,1.54
Kedah,2017,9,20,3.58
Kedah,2017,9,21,9.25
Kedah,2017,9,22,6.14
Kedah,2017,9,23,1.28
Kedah,2017,9,24,0.17
Kedah,2017,9,25,0.11
Kedah,2017,9,26,0.15
Kedah,2017,9,27,4.68
Kedah,2017,9,28,10.91
Kedah,2017,9,29,11.85
Kedah,2017,9,30,6.66
Kedah,2017,10,1,8.52
Kedah,2017,10,2,2.53
Kedah,2017,10,3,0.31
Kedah,2017,10,4,1.78
Kedah,2017,10,5,13.55
Kedah,2017,10,6,8.08
Kedah,2017,10,7,9.37
Kedah,2017,10,8,4.88
Kedah,2017,10,9,1.16
Kedah,2017,10,10,8.10
Kedah,2017,10,11,30.85
Kedah,2017,10,12,44.42
Kedah,2017,10,13,24.52
Kedah,2017,10,14,9.12
Kedah,2017,10,15,6.62
Kedah,2017,10,16,2.02
Kedah,2017,10,17,0.91
Kedah,2017,10,18,6.21
Kedah,2017,10,19,14.49
Kedah,2017,10,20,40.35
Kedah,2017,10,21,15.47
Kedah,2017,10,22,2.42
Kedah,2017,10,23,8.04
Kedah,2017,10,24,11.04
Kedah,2017,10,25,18.32
Kedah,2017,10,26,5.99
Kedah,2017,10,27,32.06
Kedah,2017,10,28,16.62
Kedah,2017,10,29,32.41
Kedah,2017,10,30,17.41
Kedah,2017,10,31,8.02
Kedah,2017,11,1,2.12
Kedah,2017,11,2,2.07
Kedah,2017,11,3,4.28
Kedah,2017,11,4,1.29
Kedah,2017,11,5,4.51
Kedah,2017,11,6,5.25
Kedah,2017,11,7,10.71
Kedah,2017,11,8,18.52
Kedah,2017,11,9,8.37
Kedah,2017,11,10,10.64
Kedah,2017,11,11,20.63
Kedah,2017,11,12,26.66
Kedah,2017,11,13,12.79
Kedah,2017,11,14,15.65
Kedah,2017,11,15,10.13
Kedah,2017,11,16,15.80
Kedah,2017,11,17,27.93
Kedah,2017,11,18,27.03
Kedah,2017,11,19,15.97
Kedah,2017,11,20,11.95
Kedah,2017,11,21,11.26
Kedah,2017,11,22,5.37
Kedah,2017,11,23,11.07
Kedah,2017,11,24,3.68
Kedah,2017,11,25,0.45
Kedah,2017,11,26,0.43
Kedah,2017,11,27,0.26
Kedah,2017,11,28,0.14
Kedah,2017,11,29,0.09
Kedah,2017,11,30,0.14
Kedah,2017,12,1,0.54
Kedah,2017,12,2,0.49
Kedah,2017,12,3,0.13
Kedah,2017,12,4,0.11
Kedah,2017,12,5,0.12
Kedah,2017,12,6,0.30
Kedah,2017,12,7,0.50
Kedah,2017,12,8,1.18
Kedah,2017,12,9,0.99
Kedah,2017,12,10,0.29
Kedah,2017,12,11,0.04
Kedah,2017,12,12,0.44
Kedah,2017,12,13,0.22
Kedah,2017,12,14,0.12
Kedah,2017,12,15,0.11
Kedah,2017,12,16,0.39
Kedah,2017,12,17,2.43
Kedah,2017,12,18,0.75
Kedah,2017,12,19,0.29
Kedah,2017,12,20,0.66
Kedah,2017,12,21,1.52
Kedah,2017,12,22,0.83
Kedah,2017,12,23,0.33
Kedah,2017,12,24,1.59
Kedah,2017,12,25,1.95
Kedah,2017,12,26,0.20
Kedah,2017,12,27,0.18
Kedah,2017,12,28,0.15
Kedah,2017,12,29,0.22
Kedah,2017,12,30,2.88
Kedah,2017,12,31,2.03
Kedah,2018,1,1,0.72
Kedah,2018,1,2,0.63
Kedah,2018,1,3,1.20
Kedah,2018,1,4,0.34
Kedah,2018,1,5,0.23
Kedah,2018,1,6,0.26
Kedah,2018,1,7,2.71
Kedah,2018,1,8,2.08
Kedah,2018,1,9,12.88
Kedah,2018,1,10,4.61
Kedah,2018,1,11,6.82
Kedah,2018,1,12,2.61
Kedah,2018,1,13,1.31
Kedah,2018,1,14,5.76
Kedah,2018,1,15,1.61
Kedah,2018,1,16,6.32
Kedah,2018,1,17,0.69
Kedah,2018,1,18,8.64
Kedah,2018,1,19,0.41
Kedah,2018,1,20,0.50
Kedah,2018,1,21,4.02
Kedah,2018,1,22,1.71
Kedah,2018,1,23,2.16
Kedah,2018,1,24,2.02
Kedah,2018,1,25,0.58
Kedah,2018,1,26,0.09
Kedah,2018,1,27,1.32
Kedah,2018,1,28,1.24
Kedah,2018,1,29,10.11
Kedah,2018,1,30,14.29
Kedah,2018,1,31,15.98
Kedah,2018,2,1,3.57
Kedah,2018,2,2,7.91
Kedah,2018,2,3,33.38
Kedah,2018,2,4,102.08
Kedah,2018,2,5,57.52
Kedah,2018,2,6,8.42
Kedah,2018,2,7,1.66
Kedah,2018,2,8,2.28
Kedah,2018,2,9,0.36
Kedah,2018,2,10,4.91
Kedah,2018,2,11,17.88
Kedah,2018,2,12,9.24
Kedah,2018,2,13,5.33
Kedah,2018,2,14,8.21
Kedah,2018,2,15,12.20
Kedah,2018,2,16,1.60
Kedah,2018,2,17,2.45
Kedah,2018,2,18,0.58
Kedah,2018,2,19,0.18
Kedah,2018,2,20,0.44
Kedah,2018,2,21,2.71
Kedah,2018,2,22,6.77
Kedah,2018,2,23,7.66
Kedah,2018,2,24,0.35
Kedah,2018,2,25,0.09
Kedah,2018,2,26,0.11
Kedah,2018,2,27,0.10
Kedah,2018,2,28,3.12
Kedah,2018,3,1,12.41
Kedah,2018,3,2,0.30
Kedah,2018,3,3,1.70
Kedah,2018,3,4,7.48
Kedah,2018,3,5,1.47
Kedah,2018,3,6,0.73
Kedah,2018,3,7,0.21
Kedah,2018,3,8,0.10
Kedah,2018,3,9,0.04
Kedah,2018,3,10,0.54
Kedah,2018,3,11,1.06
Kedah,2018,3,12,8.05
Kedah,2018,3,13,28.74
Kedah,2018,3,14,10.06
Kedah,2018,3,15,4.05
Kedah,2018,3,16,1.51
Kedah,2018,3,17,1.32
Kedah,2018,3,18,1.34
Kedah,2018,3,19,15.00
Kedah,2018,3,20,8.72
Kedah,2018,3,21,0.19
Kedah,2018,3,22,0.09
Kedah,2018,3,23,0.58
Kedah,2018,3,24,0.16
Kedah,2018,3,25,3.92
Kedah,2018,3,26,7.20
Kedah,2018,3,27,8.31
Kedah,2018,3,28,4.29
Kedah,2018,3,29,2.31
Kedah,2018,3,30,2.13
Kedah,2018,3,31,4.30
Kedah,2018,4,1,13.46
Kedah,2018,4,2,8.01
Kedah,2018,4,3,4.21
Kedah,2018,4,4,25.98
Kedah,2018,4,5,43.99
Kedah,2018,4,6,13.57
Kedah,2018,4,7,8.12
Kedah,2018,4,8,0.59
Kedah,2018,4,9,7.46
Kedah,2018,4,10,1.50
Kedah,2018,4,11,2.77
Kedah,2018,4,12,1.70
Kedah,2018,4,13,0.22
Kedah,2018,4,14,0.95
Kedah,2018,4,15,0.14
Kedah,2018,4,16,0.35
Kedah,2018,4,17,1.10
Kedah,2018,4,18,1.46
Kedah,2018,4,19,3.33
Kedah,2018,4,20,10.31
Kedah,2018,4,21,2.08
Kedah,2018,4,22,0.06
Kedah,2018,4,23,0.04
Kedah,2018,4,24,0.05
Kedah,2018,4,25,0.01
Kedah,2018,4,26,0.00
Kedah,2018,4,27,0.01
Kedah,2018,4,28,2.41
Kedah,2018,4,29,0.48
Kedah,2018,4,30,0.04
Kedah,2018,5,1,0.04
Kedah,2018,5,2,5.59
Kedah,2018,5,3,21.42
Kedah,2018,5,4,14.72
Kedah,2018,5,5,2.08
Kedah,2018,5,6,2.02
Kedah,2018,5,7,3.10
Kedah,2018,5,8,7.72
Kedah,2018,5,9,3.06
Kedah,2018,5,10,0.10
Kedah,2018,5,11,0.02
Kedah,2018,5,12,0.01
Kedah,2018,5,13,0.00
Kedah,2018,5,14,0.00
Kedah,2018,5,15,0.00
Kedah,2018,5,16,0.06
Kedah,2018,5,17,0.17
Kedah,2018,5,18,16.43
Kedah,2018,5,19,6.32
Kedah,2018,5,20,0.76
Kedah,2018,5,21,0.01
Kedah,2018,5,22,0.22
Kedah,2018,5,23,0.71
Kedah,2018,5,24,6.08
Kedah,2018,5,25,2.38
Kedah,2018,5,26,0.60
Kedah,2018,5,27,0.01
Kedah,2018,5,28,0.21
Kedah,2018,5,29,0.27
Kedah,2018,5,30,3.48
Kedah,2018,5,31,0.18
Kedah,2018,6,1,1.09
Kedah,2018,6,2,1.67
Kedah,2018,6,3,0.50
Kedah,2018,6,4,0.68
Kedah,2018,6,5,4.60
Kedah,2018,6,6,11.41
Kedah,2018,6,7,0.24
Kedah,2018,6,8,0.04
Kedah,2018,6,9,0.02
Kedah,2018,6,10,0.00
Kedah,2018,6,11,0.63
Kedah,2018,6,12,0.10
Kedah,2018,6,13,3.50
Kedah,2018,6,14,7.28
Kedah,2018,6,15,4.18
Kedah,2018,6,16,2.90
Kedah,2018,6,17,1.28
Kedah,2018,6,18,1.91
Kedah,2018,6,19,0.21
Kedah,2018,6,20,0.43
Kedah,2018,6,21,0.32
Kedah,2018,6,22,5.04
Kedah,2018,6,23,0.73
Kedah,2018,6,24,2.30
Kedah,2018,6,25,0.09
Kedah,2018,6,26,2.83
Kedah,2018,6,27,25.31
Kedah,2018,6,28,12.91
Kedah,2018,6,29,0.08
Kedah,2018,6,30,1.14
Kedah,2018,7,1,1.94
Kedah,2018,7,2,1.80
Kedah,2018,7,3,6.56
Kedah,2018,7,4,9.55
Kedah,2018,7,5,0.10
Kedah,2018,7,6,0.56
Kedah,2018,7,7,0.91
Kedah,2018,7,8,4.96
Kedah,2018,7,9,2.71
Kedah,2018,7,10,1.01
Kedah,2018,7,11,0.19
Kedah,2018,7,12,0.10
Kedah,2018,7,13,3.97
Kedah,2018,7,14,11.84
Kedah,2018,7,15,19.63
Kedah,2018,7,16,20.88
Kedah,2018,7,17,11.31
Kedah,2018,7,18,3.66
Kedah,2018,7,19,1.83
Kedah,2018,7,20,0.47
Kedah,2018,7,21,1.24
Kedah,2018,7,22,0.28
Kedah,2018,7,23,0.22
Kedah,2018,7,24,0.33
Kedah,2018,7,25,3.25
Kedah,2018,7,26,2.62
Kedah,2018,7,27,0.82
Kedah,2018,7,28,0.92
Kedah,2018,7,29,0.46
Kedah,2018,7,30,2.32
Kedah,2018,7,31,13.92
Kedah,2018,8,1,13.35
Kedah,2018,8,2,4.04
Kedah,2018,8,3,2.69
Kedah,2018,8,4,9.70
Kedah,2018,8,5,6.08
Kedah,2018,8,6,3.82
Kedah,2018,8,7,7.81
Kedah,2018,8,8,14.04
Kedah,2018,8,9,19.32
Kedah,2018,8,10,16.69
Kedah,2018,8,11,21.75
Kedah,2018,8,12,6.80
Kedah,2018,8,13,12.25
Kedah,2018,8,14,20.62
Kedah,2018,8,15,36.34
Kedah,2018,8,16,37.16
Kedah,2018,8,17,17.80
Kedah,2018,8,18,16.70
Kedah,2018,8,19,14.73
Kedah,2018,8,20,4.08
Kedah,2018,8,21,26.70
Kedah,2018,8,22,13.79
Kedah,2018,8,23,4.14
Kedah,2018,8,24,0.93
Kedah,2018,8,25,9.62
Kedah,2018,8,26,34.24
Kedah,2018,8,27,16.71
Kedah,2018,8,28,5.15
Kedah,2018,8,29,0.86
Kedah,2018,8,30,14.10
Kedah,2018,8,31,4.05
Kedah,2018,9,1,10.04
Kedah,2018,9,2,17.64
Kedah,2018,9,3,8.86
Kedah,2018,9,4,14.38
Kedah,2018,9,5,1.68
Kedah,2018,9,6,8.93
Kedah,2018,9,7,13.63
Kedah,2018,9,8,15.18
Kedah,2018,9,9,8.46
Kedah,2018,9,10,6.14
Kedah,2018,9,11,13.09
Kedah,2018,9,12,15.71
Kedah,2018,9,13,24.25
Kedah,2018,9,14,7.56
Kedah,2018,9,15,2.69
Kedah,2018,9,16,11.35
Kedah,2018,9,17,14.41
Kedah,2018,9,18,9.47
Kedah,2018,9,19,9.85
Kedah,2018,9,20,19.95
Kedah,2018,9,21,6.72
Kedah,2018,9,22,14.55
Kedah,2018,9,23,22.38
Kedah,2018,9,24,8.12
Kedah,2018,9,25,17.36
Kedah,2018,9,26,39.74
Kedah,2018,9,27,48.43
Kedah,2018,9,28,27.68
Kedah,2018,9,29,19.44
Kedah,2018,9,30,4.86
Kedah,2018,10,1,1.98
Kedah,2018,10,2,3.85
Kedah,2018,10,3,30.29
Kedah,2018,10,4,17.24
Kedah,2018,10,5,66.26
Kedah,2018,10,6,9.90
Kedah,2018,10,7,18.29
Kedah,2018,10,8,14.72
Kedah,2018,10,9,14.07
Kedah,2018,10,10,27.35
Kedah,2018,10,11,25.18
Kedah,2018,10,12,18.76
Kedah,2018,10,13,5.15
Kedah,2018,10,14,12.60
Kedah,2018,10,15,7.32
Kedah,2018,10,16,0.54
Kedah,2018,10,17,0.23
Kedah,2018,10,18,0.67
Kedah,2018,10,19,0.81
Kedah,2018,10,20,0.77
Kedah,2018,10,21,0.06
Kedah,2018,10,22,0.05
Kedah,2018,10,23,0.03
Kedah,2018,10,24,0.27
Kedah,2018,10,25,0.82
Kedah,2018,10,26,3.51
Kedah,2018,10,27,3.61
Kedah,2018,10,28,7.30
Kedah,2018,10,29,14.55
Kedah,2018,10,30,2.93
Kedah,2018,10,31,0.51
Kedah,2018,11,1,0.70
Kedah,2018,11,2,12.48
Kedah,2018,11,3,11.58
Kedah,2018,11,4,19.22
Kedah,2018,11,5,1.01
Kedah,2018,11,6,1.58
Kedah,2018,11,7,0.04
Kedah,2018,11,8,0.02
Kedah,2018,11,9,0.11
Kedah,2018,11,10,0.16
Kedah,2018,11,11,0.06
Kedah,2018,11,12,6.17
Kedah,2018,11,13,17.27
Kedah,2018,11,14,6.47
Kedah,2018,11,15,1.26
Kedah,2018,11,16,3.01
Kedah,2018,11,17,8.90
Kedah,2018,11,18,8.38
Kedah,2018,11,19,17.32
Kedah,2018,11,20,43.66
Kedah,2018,11,21,20.07
Kedah,2018,11,22,7.22
Kedah,2018,11,23,5.60
Kedah,2018,11,24,4.73
Kedah,2018,11,25,6.28
Kedah,2018,11,26,20.08
Kedah,2018,11,27,18.40
Kedah,2018,11,28,1.43
Kedah,2018,11,29,4.93
Kedah,2018,11,30,19.81
Kedah,2018,12,1,6.96
Kedah,2018,12,2,7.79
Kedah,2018,12,3,1.13
Kedah,2018,12,4,3.16
Kedah,2018,12,5,26.47
Kedah,2018,12,6,2.46
Kedah,2018,12,7,10.60
Kedah,2018,12,8,4.45
Kedah,2018,12,9,1.75
Kedah,2018,12,10,3.18
Kedah,2018,12,11,2.34
Kedah,2018,12,12,0.42
Kedah,2018,12,13,2.02
Kedah,2018,12,14,3.51
Kedah,2018,12,15,3.67
Kedah,2018,12,16,4.03
Kedah,2018,12,17,2.42
Kedah,2018,12,18,8.58
Kedah,2018,12,19,0.69
Kedah,2018,12,20,0.50
Kedah,2018,12,21,0.56
Kedah,2018,12,22,5.71
Kedah,2018,12,23,14.39
Kedah,2018,12,24,4.25
Kedah,2018,12,25,2.88
Kedah,2018,12,26,8.55
Kedah,2018,12,27,15.75
Kedah,2018,12,28,29.57
Kedah,2018,12,29,4.73
Kedah,2018,12,30,0.38
Kedah,2018,12,31,2.13
Kedah,2019,1,1,0.17
Kedah,2019,1,2,0.35
Kedah,2019,1,3,1.62
Kedah,2019,1,4,0.43
Kedah,2019,1,5,0.18
Kedah,2019,1,6,0.33
Kedah,2019,1,7,0.61
Kedah,2019,1,8,0.84
Kedah,2019,1,9,0.58
Kedah,2019,1,10,0.11
Kedah,2019,1,11,0.11
Kedah,2019,1,12,0.69
Kedah,2019,1,13,0.87
Kedah,2019,1,14,0.18
Kedah,2019,1,15,0.07
Kedah,2019,1,16,0.09
Kedah,2019,1,17,0.09
Kedah,2019,1,18,0.09
Kedah,2019,1,19,0.08
Kedah,2019,1,20,0.05
Kedah,2019,1,21,0.08
Kedah,2019,1,22,0.09
Kedah,2019,1,23,0.08
Kedah,2019,1,24,0.10
Kedah,2019,1,25,0.47
Kedah,2019,1,26,0.28
Kedah,2019,1,27,0.15
Kedah,2019,1,28,0.06
Kedah,2019,1,29,0.05
Kedah,2019,1,30,0.06
Kedah,2019,1,31,0.12
Kedah,2019,2,1,0.90
Kedah,2019,2,2,1.13
Kedah,2019,2,3,0.11
Kedah,2019,2,4,0.11
Kedah,2019,2,5,0.61
Kedah,2019,2,6,1.62
Kedah,2019,2,7,0.89
Kedah,2019,2,8,0.43
Kedah,2019,2,9,0.39
Kedah,2019,2,10,0.06
Kedah,2019,2,11,0.03
Kedah,2019,2,12,0.04
Kedah,2019,2,13,0.07
Kedah,2019,2,14,0.08
Kedah,2019,2,15,0.04
Kedah,2019,2,16,0.01
Kedah,2019,2,17,0.10
Kedah,2019,2,18,0.12
Kedah,2019,2,19,0.35
Kedah,2019,2,20,0.29
Kedah,2019,2,21,0.18
Kedah,2019,2,22,7.64
Kedah,2019,2,23,0.89
Kedah,2019,2,24,7.11
Kedah,2019,2,25,2.31
Kedah,2019,2,26,4.59
Kedah,2019,2,27,0.97
Kedah,2019,2,28,0.19
Kedah,2019,3,1,0.03
Kedah,2019,3,2,0.01
Kedah,2019,3,3,0.03
Kedah,2019,3,4,0.05
Kedah,2019,3,5,0.06
Kedah,2019,3,6,0.05
Kedah,2019,3,7,0.12
Kedah,2019,3,8,0.55
Kedah,2019,3,9,0.26
Kedah,2019,3,10,0.16
Kedah,2019,3,11,0.45
Kedah,2019,3,12,0.03
Kedah,2019,3,13,0.03
Kedah,2019,3,14,0.79
Kedah,2019,3,15,1.94
Kedah,2019,3,16,0.01
Kedah,2019,3,17,0.01
Kedah,2019,3,18,2.62
Kedah,2019,3,19,9.11
Kedah,2019,3,20,32.10
Kedah,2019,3,21,1.59
Kedah,2019,3,22,0.73
Kedah,2019,3,23,0.16
Kedah,2019,3,24,0.02
Kedah,2019,3,25,0.04
Kedah,2019,3,26,2.68
Kedah,2019,3,27,9.20
Kedah,2019,3,28,2.42
Kedah,2019,3,29,3.73
Kedah,2019,3,30,0.54
Kedah,2019,3,31,0.69
Kedah,2019,4,1,2.09
Kedah,2019,4,2,5.79
Kedah,2019,4,3,0.33
Kedah,2019,4,4,0.05
Kedah,2019,4,5,0.08
Kedah,2019,4,6,2.73
Kedah,2019,4,7,3.39
Kedah,2019,4,8,0.41
Kedah,2019,4,9,0.12
Kedah,2019,4,10,1.61
Kedah,2019,4,11,10.98
Kedah,2019,4,12,7.59
Kedah,2019,4,13,25.49
Kedah,2019,4,14,9.63
Kedah,2019,4,15,2.22
Kedah,2019,4,16,0.01
Kedah,2019,4,17,0.04
Kedah,2019,4,18,0.09
Kedah,2019,4,19,0.46
Kedah,2019,4,20,4.02
Kedah,2019,4,21,6.44
Kedah,2019,4,22,3.82
Kedah,2019,4,23,0.07
Kedah,2019,4,24,0.76
Kedah,2019,4,25,0.94
Kedah,2019,4,26,1.59
Kedah,2019,4,27,0.18
Kedah,2019,4,28,0.00
Kedah,2019,4,29,2.45
Kedah,2019,4,30,6.16
Kedah,2019,5,1,4.11
Kedah,2019,5,2,5.84
Kedah,2019,5,3,0.49
Kedah,2019,5,4,2.49
Kedah,2019,5,5,13.60
Kedah,2019,5,6,5.94
Kedah,2019,5,7,5.08
Kedah,2019,5,8,4.59
Kedah,2019,5,9,0.64
Kedah,2019,5,10,1.26
Kedah,2019,5,11,3.24
Kedah,2019,5,12,18.49
Kedah,2019,5,13,6.46
Kedah,2019,5,14,17.66
Kedah,2019,5,15,4.86
Kedah,2019,5,16,2.83
Kedah,2019,5,17,9.36
Kedah,2019,5,18,0.91
Kedah,2019,5,19,0.32
Kedah,2019,5,20,1.09
Kedah,2019,5,21,1.61
Kedah,2019,5,22,2.75
Kedah,2019,5,23,30.43
Kedah,2019,5,24,19.07
Kedah,2019,5,25,18.59
Kedah,2019,5,26,8.04
Kedah,2019,5,27,27.46
Kedah,2019,5,28,0.83
Kedah,2019,5,29,0.24
Kedah,2019,5,30,1.32
Kedah,2019,5,31,3.84
Kedah,2019,6,1,0.43
Kedah,2019,6,2,0.47
Kedah,2019,6,3,9.54
Kedah,2019,6,4,11.79
Kedah,2019,6,5,14.13
Kedah,2019,6,6,2.50
Kedah,2019,6,7,0.08
Kedah,2019,6,8,1.97
Kedah,2019,6,9,3.09
Kedah,2019,6,10,0.21
Kedah,2019,6,11,0.14
Kedah,2019,6,12,0.14
Kedah,2019,6,13,1.08
Kedah,2019,6,14,0.54
Kedah,2019,6,15,0.05
Kedah,2019,6,16,2.21
Kedah,2019,6,17,1.79
Kedah,2019,6,18,2.53
Kedah,2019,6,19,5.39
Kedah,2019,6,20,1.57
Kedah,2019,6,21,1.68
